name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
ENST00000370573.8,chrX,-,139582442,139642518,139582442,139642518,23,"139582442,139587715,139588359,139589834,139596548,139597459,139598405,139602405,139604680,139604868,139605712,139607690,139610300,139614880,139616281,139617512,139619586,139626192,139626622,139629694,139631394,139632334,139642467,","139582503,139587788,139588438,139589927,139596770,139597585,139598498,139602498,139604750,139604984,139605779,139607779,139610338,139615052,139616473,139617704,139619706,139626307,139626756,139629844,139631511,139632454,139642518,",0,MCF2,cmpl,cmpl,"2,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,"
ENST00000338585.6,chrX,-,139582470,139642518,139582470,139642518,26,"139582470,139585065,139586377,139587715,139588359,139589834,139596548,139597459,139598405,139602405,139604680,139604868,139605712,139607690,139610300,139613215,139614880,139616281,139617512,139619586,139626192,139626622,139629694,139631394,139632334,139642467,","139582503,139585178,139586487,139587788,139588438,139589927,139596770,139597585,139598498,139602498,139604750,139604984,139605779,139607779,139610338,139613263,139615052,139616473,139617704,139619706,139626307,139626756,139629844,139631511,139632454,139642518,",0,MCF2,cmpl,cmpl,"0,1,2,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,"
ENST00000483690.1,chrX,-,139607183,139614950,139607183,139607183,4,"139607183,139610300,139613215,139614880,","139607779,139610338,139613263,139614950,",0,MCF2,none,none,"-1,-1,-1,-1,"
ENST00000458890.1,chrX,-,139702286,139702390,139702286,139702286,1,"139702286,","139702390,",0,ENSG00000238485,none,none,"-1,"
ENST00000370557.5,chrX,-,139726345,139933070,139728899,139932042,29,"139726345,139737915,139740990,139743558,139745721,139750024,139757807,139761960,139763315,139768259,139774689,139782546,139783163,139785225,139787172,139788191,139789326,139796272,139797175,139798272,139798678,139800059,139802235,139804470,139814877,139816862,139819337,139826703,139932015,","139728962,139738069,139741094,139743624,139745857,139750152,139757867,139762097,139763418,139768434,139774953,139782728,139783267,139785299,139787244,139788343,139789488,139796470,139797326,139798354,139798743,139800110,139802339,139804599,139814985,139816943,139819427,139826823,139933070,",0,ATP11C,cmpl,cmpl,"0,2,0,0,2,0,0,1,0,2,2,0,1,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0,0,"
ENST00000682941.1,chrX,-,139726347,139933053,139731653,139932042,30,"139726347,139731650,139737915,139740990,139743558,139745721,139750024,139757807,139761960,139763315,139768259,139774689,139782546,139783163,139785225,139787172,139788191,139789326,139796272,139797175,139798272,139798678,139800059,139802235,139804470,139814877,139816862,139819337,139826703,139932015,","139728962,139731755,139738069,139741094,139743624,139745857,139750152,139757867,139762106,139763418,139768434,139774953,139782728,139783267,139785299,139787244,139788343,139789488,139796470,139797326,139798354,139798743,139800110,139802339,139804599,139814985,139816943,139819427,139826823,139933053,",0,ATP11C,cmpl,cmpl,"-1,0,2,0,0,2,0,0,1,0,2,2,0,1,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0,0,"
ENST00000433868.5,chrX,-,139726348,139745791,139731653,139745791,6,"139726348,139731650,139737915,139740990,139743558,139745721,","139728962,139731755,139738069,139741094,139743624,139745791,",0,ATP11C,cmpl,cmpl,"-1,0,2,0,0,2,"
ENST00000327569.7,chrX,-,139726348,139832288,139731653,139832189,30,"139726348,139731650,139737915,139740990,139743558,139745721,139750024,139757807,139761960,139763315,139768259,139774689,139782546,139783163,139785225,139787172,139788191,139789326,139796272,139797175,139798272,139798678,139800059,139802235,139804470,139814877,139816862,139819337,139826703,139832153,","139728962,139731755,139738069,139741094,139743624,139745857,139750152,139757867,139762106,139763418,139768434,139774953,139782728,139783267,139785299,139787244,139788343,139789488,139796470,139797326,139798354,139798743,139800110,139802339,139804599,139814985,139816943,139819427,139826823,139832288,",0,ATP11C,cmpl,cmpl,"-1,0,2,0,0,2,0,0,1,0,2,2,0,1,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0,0,"
ENST00000361648.6,chrX,-,139726348,139832288,139728899,139832189,29,"139726348,139737915,139740990,139743558,139745721,139750024,139757807,139761960,139763315,139768259,139774689,139782546,139783163,139785225,139787172,139788191,139789326,139796272,139797175,139798272,139798678,139800059,139802235,139804470,139814877,139816862,139819337,139826703,139832153,","139728962,139738069,139741094,139743624,139745857,139750152,139757867,139762106,139763418,139768434,139774953,139782728,139783267,139785299,139787244,139788343,139789488,139796470,139797326,139798354,139798743,139800110,139802339,139804599,139814985,139816943,139819427,139826823,139832288,",0,ATP11C,cmpl,cmpl,"0,2,0,0,2,0,0,1,0,2,2,0,1,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0,0,"
ENST00000422228.2,chrX,-,139726348,139933072,139731653,139932042,29,"139726348,139731650,139737915,139740990,139743558,139745721,139750024,139757807,139761960,139763315,139768259,139774689,139782546,139783163,139785225,139788191,139789326,139796272,139797175,139798272,139798678,139800059,139802235,139804470,139814877,139816862,139819337,139826703,139932015,","139728962,139731755,139738069,139741094,139743624,139745857,139750152,139757867,139762106,139763418,139768434,139774953,139782728,139783267,139785299,139788343,139789488,139796470,139797326,139798354,139798743,139800110,139802339,139804599,139814985,139816943,139819427,139826823,139933072,",0,ATP11C,cmpl,cmpl,"-1,0,2,0,0,2,0,0,1,0,2,2,0,1,2,0,0,0,2,1,2,2,0,0,0,0,0,0,0,"
ENST00000450801.1,chrX,-,139726352,139750053,139737766,139750053,7,"139726352,139737730,139737915,139740990,139743558,139745721,139750024,","139728962,139737796,139738069,139741094,139743624,139745857,139750053,",0,ATP11C,cmpl,cmpl,"-1,0,2,0,0,2,0,"
ENST00000460773.5,chrX,-,139728785,139797281,139728785,139728785,21,"139728785,139731650,139732434,139737915,139740990,139743558,139745721,139750024,139757807,139761960,139763315,139768259,139774689,139782546,139783163,139785225,139787172,139788191,139789326,139796272,139797175,","139728962,139731755,139732525,139738069,139741094,139743624,139745857,139750152,139757867,139762097,139763418,139768434,139774953,139782728,139783267,139785299,139787244,139788343,139789488,139796470,139797281,",0,ATP11C,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000485626.1,chrX,-,139802301,139945276,139802301,139802301,7,"139802301,139804470,139814877,139816862,139819337,139826703,139945199,","139802339,139804599,139814985,139816943,139819427,139826823,139945276,",0,ATP11C,none,none,"-1,-1,-1,-1,-1,-1,-1,"
ENST00000408448.1,chrX,+,139885480,139885603,139885480,139885480,1,"139885480,","139885603,",0,RNU6ATAC23P,none,none,"-1,"
ENST00000516910.1,chrX,+,139909903,139910034,139909903,139909903,1,"139909903,","139910034,",0,ENSG00000252719,none,none,"-1,"
ENST00000384901.3,chrX,-,139924147,139924231,139924147,139924147,1,"139924147,","139924231,",0,MIR505,none,none,"-1,"
ENST00000370540.2,chrX,-,139955727,139965521,139955895,139965496,3,"139955727,139958063,139965408,","139956739,139958217,139965521,",0,CXorf66,cmpl,cmpl,"2,1,0,"
ENST00000417426.1,chrX,+,140017267,140018037,140017267,140017267,2,"140017267,140017645,","140017457,140018037,",0,ENSG00000233145,none,none,"-1,-1,"
ENST00000482164.3,chrX,+,140085854,140086150,140085854,140085854,1,"140085854,","140086150,",0,RN7SL727P,none,none,"-1,"
ENST00000453380.3,chrX,+,140091677,140092911,140091742,140092564,1,"140091677,","140092911,",0,ENSG00000230707,cmpl,cmpl,"0,"
ENST00000458577.1,chrX,-,140216034,140216804,140216034,140216034,2,"140216034,140216614,","140216426,140216804,",0,ENSG00000231110,none,none,"-1,-1,"
ENST00000517224.2,chrX,+,140451147,140451208,140451147,140451147,1,"140451147,","140451208,",0,U7,none,none,"-1,"
ENST00000370536.5,chrX,-,140502984,140505069,140503719,140505060,1,"140502984,","140505069,",0,SOX3,cmpl,cmpl,"0,"
ENST00000455153.1,chrX,-,140681105,140687705,140681105,140681105,3,"140681105,140687441,140687667,","140681303,140687528,140687705,",0,ENSG00000230668,none,none,"-1,-1,-1,"
ENST00000668884.1,chrX,-,140681105,140689819,140681105,140681105,4,"140681105,140687441,140687667,140689760,","140681303,140687528,140687703,140689819,",0,ENSG00000230668,none,none,"-1,-1,-1,-1,"
ENST00000607004.7,chrX,+,140709561,140775905,140709561,140709561,5,"140709561,140711620,140733877,140772077,140774402,","140709805,140716289,140733964,140774307,140775905,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000649192.2,chrX,+,140709734,140775905,140709734,140709734,6,"140709734,140711620,140713516,140733877,140772077,140774402,","140709805,140711656,140716289,140733964,140774307,140775905,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000660897.1,chrX,+,140709734,140775905,140709734,140709734,4,"140709734,140711620,140733877,140772077,","140709805,140716289,140733964,140775905,",0,LINC00632,none,none,"-1,-1,-1,-1,"
ENST00000648200.2,chrX,+,140709737,140793215,140709737,140709737,5,"140709737,140711620,140733877,140772077,140774402,","140709805,140711656,140733964,140774307,140793215,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000649335.2,chrX,+,140709758,140736144,140709758,140709758,5,"140709758,140711620,140713516,140733877,140735611,","140709805,140711656,140716289,140733964,140736144,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000498732.8,chrX,+,140709758,140772677,140709758,140709758,5,"140709758,140711620,140730922,140733877,140772077,","140709805,140711656,140731044,140733964,140772677,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000648508.1,chrX,+,140709758,140775904,140709758,140709758,4,"140709758,140711620,140733877,140772077,","140709805,140711656,140733964,140775904,",0,LINC00632,none,none,"-1,-1,-1,-1,"
ENST00000659304.1,chrX,+,140709758,140775905,140709758,140709758,7,"140709758,140711620,140713516,140733877,140768339,140772077,140774402,","140709805,140711656,140716289,140733964,140768406,140774307,140775905,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,-1,-1,"
ENST00000648186.1,chrX,+,140709758,140791350,140709758,140709758,5,"140709758,140711620,140733877,140772077,140791001,","140709805,140711656,140733964,140772251,140791350,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000649333.1,chrX,+,140709766,140714218,140709766,140709766,4,"140709766,140711620,140711991,140713516,","140709805,140711656,140712074,140714218,",0,LINC00632,none,none,"-1,-1,-1,-1,"
ENST00000370535.8,chrX,+,140709766,140714848,140709766,140709766,3,"140709766,140711620,140713494,","140709805,140711656,140714848,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000648876.1,chrX,+,140709766,140734954,140709766,140709766,3,"140709766,140711620,140733877,","140709805,140711656,140734954,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000650626.1,chrX,+,140709766,140773002,140709766,140709766,6,"140709766,140711620,140713428,140730922,140733877,140772077,","140709805,140711656,140713489,140731044,140733964,140773002,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000647949.1,chrX,+,140709766,140773178,140709766,140709766,3,"140709766,140711620,140772077,","140709805,140711656,140773178,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000649160.1,chrX,+,140709766,140773186,140709766,140709766,5,"140709766,140711620,140713428,140733877,140772077,","140709805,140711656,140713489,140733964,140773186,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000649329.1,chrX,+,140709766,140786887,140709766,140709766,5,"140709766,140711620,140733877,140772077,140783174,","140709805,140711656,140733964,140772358,140786887,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000650090.1,chrX,+,140709775,140773173,140709775,140709775,5,"140709775,140711620,140733877,140768339,140772077,","140709805,140711656,140733964,140768406,140773173,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000650128.1,chrX,+,140709776,140787343,140709776,140709776,5,"140709776,140711620,140733877,140772077,140783174,","140709805,140711656,140733964,140772251,140787343,",0,LINC00632,none,none,"-1,-1,-1,-1,-1,"
ENST00000650158.2,chrX,+,140713427,140773016,140713427,140713427,3,"140713427,140733877,140772077,","140713489,140733964,140773016,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000602830.2,chrX,+,140715698,140775643,140715698,140715698,4,"140715698,140733877,140772077,140775356,","140716289,140733964,140772358,140775643,",0,LINC00632,none,none,"-1,-1,-1,-1,"
ENST00000649535.1,chrX,+,140715860,140771293,140715860,140715860,3,"140715860,140733877,140770923,","140716289,140733964,140771293,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000647853.1,chrX,+,140733422,140773173,140733422,140733422,2,"140733422,140772077,","140733964,140773173,",0,LINC00632,none,none,"-1,-1,"
ENST00000658451.1,chrX,+,140733876,140784965,140733876,140733876,2,"140733876,140783174,","140733964,140784965,",0,LINC00632,none,none,"-1,-1,"
ENST00000625883.2,chrX,+,140733877,140784965,140733877,140733877,2,"140733877,140783174,","140733964,140784965,",0,LINC00632,none,none,"-1,-1,"
ENST00000650438.1,chrX,+,140764497,140773203,140764497,140764497,2,"140764497,140772077,","140764698,140773203,",0,LINC00632,none,none,"-1,-1,"
ENST00000669839.1,chrX,+,140764497,140773230,140764497,140764497,2,"140764497,140772077,","140764698,140773230,",0,LINC00632,none,none,"-1,-1,"
ENST00000602535.2,chrX,+,140764561,140772680,140764561,140764561,3,"140764561,140768344,140772077,","140764698,140768406,140772680,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000650391.2,chrX,+,140764572,140791356,140764572,140764572,3,"140764572,140772077,140791001,","140764698,140772358,140791356,",0,LINC00632,none,none,"-1,-1,-1,"
ENST00000648347.1,chrX,+,140783291,140784659,140783291,140783291,2,"140783291,140784456,","140784272,140784659,",0,LINC00632,none,none,"-1,-1,"
ENST00000674533.1,chrX,-,140783577,140784366,140783577,140783577,1,"140783577,","140784366,",0,CDR1,none,none,"-1,"
ENST00000408154.1,chrX,-,140926171,140926219,140926171,140926171,1,"140926171,","140926219,",0,MIR320D2,none,none,"-1,"
ENST00000413328.1,chrX,+,140931737,140997448,140931737,140931737,3,"140931737,140996648,140997394,","140931860,140996688,140997448,",0,ENSG00000229269,none,none,"-1,-1,-1,"
ENST00000449283.2,chrX,+,141002593,141003706,141002693,141003652,2,"141002593,141003430,","141002783,141003706,",0,SPANXB1,cmpl,cmpl,"0,0,"
ENST00000670989.1,chrX,-,141111604,141177098,141111604,141111604,3,"141111604,141119467,141176892,","141112587,141119572,141177098,",0,LDOC1,none,none,"-1,-1,-1,"
ENST00000384314.1,chrX,-,141118029,141118136,141118029,141118029,1,"141118029,","141118136,",0,RNU6-3P,none,none,"-1,"
ENST00000370526.5,chrX,-,141173234,141177129,141176580,141177021,1,"141173234,","141177129,",0,LDOC1,cmpl,cmpl,"0,"
ENST00000460721.1,chrX,-,141175748,141177016,141175748,141175748,2,"141175748,141176892,","141176408,141177016,",0,LDOC1,none,none,"-1,-1,"
ENST00000665569.1,chrX,+,141177283,141213568,141177283,141177283,2,"141177283,141208199,","141177353,141213568,",0,SPANXA2-OT1,none,none,"-1,-1,"
ENST00000666172.1,chrX,+,141177313,141213552,141177313,141177313,4,"141177313,141187766,141208199,141213203,","141177353,141187837,141209623,141213552,",0,SPANXA2-OT1,none,none,"-1,-1,-1,-1,"
ENST00000664367.1,chrX,+,141177313,141213567,141177313,141177313,3,"141177313,141187766,141208199,","141177353,141187837,141213567,",0,SPANXA2-OT1,none,none,"-1,-1,-1,"
ENST00000666501.1,chrX,+,141177313,141213572,141177313,141177313,5,"141177313,141183151,141187766,141208199,141213203,","141177353,141183229,141187837,141209623,141213572,",0,SPANXA2-OT1,none,none,"-1,-1,-1,-1,-1,"
ENST00000662492.1,chrX,+,141177322,141649175,141177322,141177322,6,"141177322,141187766,141493150,141514711,141520471,141648798,","141177353,141187837,141493335,141514829,141520519,141649175,",0,SPANXA2-OT1,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000358993.3,chrX,-,141241462,141242517,141241516,141242457,2,"141241462,141242385,","141241738,141242517,",0,SPANXC,cmpl,cmpl,"0,0,"
ENST00000622372.1,chrX,+,141502848,141649927,141502848,141502848,4,"141502848,141514711,141520471,141648798,","141503239,141514829,141520519,141649927,",0,SPANXA2-OT1,none,none,"-1,-1,-1,-1,"
ENST00000370519.4,chrX,-,141583673,141584738,141583737,141584678,2,"141583673,141584606,","141583959,141584738,",0,SPANXA1,cmpl,cmpl,"0,0,"
ENST00000370518.4,chrX,+,141589707,141590762,141589767,141590708,2,"141589707,141590486,","141589839,141590762,",0,SPANXA2,cmpl,cmpl,"0,0,"
ENST00000412163.1,chrX,+,141625863,141626733,141625863,141625863,2,"141625863,141626430,","141626241,141626733,",0,ENSG00000223438,none,none,"-1,-1,"
ENST00000370515.3,chrX,-,141697410,141698739,141697464,141698405,2,"141697410,141698333,","141697686,141698739,",0,SPANXD,cmpl,cmpl,"0,0,"
ENST00000298296.1,chrX,+,141838315,141897832,141838315,141897832,8,"141838315,141865470,141879174,141881402,141895268,141895484,141896881,141897628,","141838438,141865605,141879431,141881796,141895407,141895559,141897486,141897832,",0,MAGEC3,cmpl,cmpl,"0,0,0,2,0,1,1,0,"
ENST00000443323.2,chrX,+,141880561,141897832,141896892,141897693,3,"141880561,141896430,141896881,","141880603,141896537,141897832,",0,MAGEC3,cmpl,cmpl,"-1,-1,0,"
ENST00000483584.5,chrX,+,141894665,141897139,141894665,141894665,5,"141894665,141895268,141896182,141896430,141896584,","141894814,141895407,141896276,141896507,141897139,",0,MAGEC3,none,none,"-1,-1,-1,-1,-1,"
ENST00000544766.5,chrX,+,141894665,141897832,141896652,141897693,5,"141894665,141895268,141896182,141896430,141896584,","141894814,141895407,141896276,141896507,141897832,",0,MAGEC3,cmpl,cmpl,"-1,-1,-1,-1,0,"
ENST00000409007.1,chrX,+,141896234,141897832,141896652,141897693,2,"141896234,141896584,","141896276,141897832,",0,MAGEC3,cmpl,cmpl,"-1,0,"
ENST00000285879.5,chrX,+,141903893,141909374,141905072,141908833,4,"141903893,141904716,141904969,141905408,","141903978,141904814,141905076,141909374,",0,MAGEC1,cmpl,cmpl,"-1,-1,0,1,"
ENST00000406005.2,chrX,+,141904801,141908914,141908203,141908833,4,"141904801,141904969,141905408,141908089,","141904814,141905076,141905547,141908914,",0,MAGEC1,cmpl,cmpl,"-1,-1,-1,0,"
ENST00000664519.1,chrX,+,141934495,142740581,141934495,141934495,10,"141934495,142195706,142224031,142383051,142546380,142623060,142624560,142640968,142733635,142738922,","141934717,142195784,142224099,142383125,142546470,142623165,142624662,142641073,142733813,142740581,",0,ENSG00000288098,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000247452.4,chrX,-,142202341,142205290,142202865,142203987,3,"142202341,142204361,142205102,","142204053,142204455,142205290,",0,MAGEC2,cmpl,cmpl,"0,-1,-1,"
ENST00000446864.2,chrX,+,143025927,143034311,143026014,143034246,2,"143025927,143034024,","143026092,143034311,",0,SPANXN4,cmpl,cmpl,"0,0,"
ENST00000370504.3,chrX,+,143025931,143034702,143026014,143034696,3,"143025931,143034027,143034508,","143026092,143034232,143034702,",0,SPANXN4,cmpl,cmpl,"0,0,1,"
ENST00000365603.1,chrX,+,143090346,143090677,143090346,143090346,1,"143090346,","143090677,",0,RN7SKP81,none,none,"-1,"
ENST00000363008.1,chrX,-,143197247,143197591,143197247,143197247,1,"143197247,","143197591,",0,RN7SKP149,none,none,"-1,"
ENST00000431432.1,chrX,+,143284976,143516803,143284976,143284976,6,"143284976,143359590,143387681,143509608,143510127,143516641,","143285066,143359676,143387773,143509737,143510191,143516803,",0,ENSG00000227303,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000370503.2,chrX,-,143508734,143517475,143508814,143517391,2,"143508734,143517313,","143509162,143517475,",0,SPANXN3,cmpl,cmpl,"0,0,"
ENST00000596188.2,chrX,-,143622789,143634503,143628594,143631108,2,"143622789,143634327,","143631158,143634503,",0,SLITRK4,cmpl,cmpl,"0,-1,"
ENST00000356928.2,chrX,-,143622789,143636101,143628594,143631108,2,"143622789,143635734,","143631158,143636101,",0,SLITRK4,cmpl,cmpl,"0,-1,"
ENST00000338017.8,chrX,-,143628127,143635204,143628594,143631108,2,"143628127,143634878,","143631158,143635204,",0,SLITRK4,cmpl,cmpl,"0,-1,"
ENST00000598475.2,chrX,-,143711954,143720752,143712034,143720668,2,"143711954,143720590,","143712499,143720752,",0,SPANXN2,cmpl,cmpl,"0,0,"
ENST00000423667.1,chrX,+,143757736,143828133,143757736,143757736,3,"143757736,143826075,143828016,","143757841,143826171,143828133,",0,ENSG00000225970,none,none,"-1,-1,-1,"
ENST00000618570.1,chrX,+,143884070,143885255,143884100,143884562,1,"143884070,","143885255,",0,UBE2NL,cmpl,cmpl,"0,"
ENST00000365042.1,chrX,+,145057107,145057437,145057107,145057107,1,"145057107,","145057437,",0,RN7SKP189,none,none,"-1,"
ENST00000414071.1,chrX,-,145232928,145233619,145232928,145232928,2,"145232928,145233323,","145233010,145233619,",0,ENSG00000234712,none,none,"-1,-1,"
ENST00000370493.4,chrX,+,145247502,145256208,145247586,145255814,2,"145247502,145255670,","145247661,145256208,",0,SPANXN1,cmpl,cmpl,"0,0,"
ENST00000650977.1,chrX,-,145699055,145820632,145699055,145699055,3,"145699055,145759329,145820460,","145701566,145759451,145820632,",0,ENSG00000286085,none,none,"-1,-1,-1,"
ENST00000625029.1,chrX,+,145797374,145798439,145797374,145797374,1,"145797374,","145798439,",0,ENSG00000279585,none,none,"-1,"
ENST00000335565.6,chrX,+,145817828,145829856,145822425,145824963,5,"145817828,145820473,145821347,145822004,145822382,","145818026,145820536,145821884,145822153,145829856,",0,SLITRK2,cmpl,cmpl,"-1,-1,-1,-1,0,"
ENST00000370490.1,chrX,+,145818170,145825842,145822425,145824963,1,"145818170,","145825842,",0,SLITRK2,cmpl,cmpl,"0,"
ENST00000516410.2,chrX,-,145992749,145992826,145992749,145992749,1,"145992749,","145992826,",0,MIR892C,none,none,"-1,"
ENST00000401256.1,chrX,-,145994274,145994351,145994274,145994274,1,"145994274,","145994351,",0,MIR890,none,none,"-1,"
ENST00000401186.1,chrX,-,145994783,145994860,145994783,145994783,1,"145994783,","145994860,",0,MIR888,none,none,"-1,"
ENST00000401124.1,chrX,-,145996668,145996743,145996668,145996668,1,"145996668,","145996743,",0,MIR892A,none,none,"-1,"
ENST00000401279.1,chrX,-,145997197,145997274,145997197,145997197,1,"145997197,","145997274,",0,MIR892B,none,none,"-1,"
ENST00000401245.1,chrX,-,146001052,146001131,146001052,146001052,1,"146001052,","146001131,",0,MIR891B,none,none,"-1,"
ENST00000401237.1,chrX,-,146027793,146027872,146027793,146027793,1,"146027793,","146027872,",0,MIR891A,none,none,"-1,"
ENST00000438525.3,chrX,+,146809770,146810411,146809791,146810308,2,"146809770,146810113,","146809923,146810411,",0,CXorf51B,cmpl,cmpl,"0,0,"
ENST00000458472.2,chrX,-,146814105,146814744,146814206,146814723,2,"146814105,146814591,","146814401,146814744,",0,CXorf51A,cmpl,cmpl,"0,0,"
ENST00000700836.1,chrX,+,146854516,146954501,146854516,146854516,2,"146854516,146953581,","146854668,146954501,",0,ENSG00000289591,none,none,"-1,-1,"
ENST00000701166.1,chrX,+,146854530,146954314,146854530,146854530,4,"146854530,146909041,146916389,146953581,","146854668,146909117,146916478,146954314,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,"
ENST00000688745.2,chrX,+,146854535,146954501,146854535,146854535,3,"146854535,146916389,146953581,","146854668,146916478,146954501,",0,ENSG00000289591,none,none,"-1,-1,-1,"
ENST00000701577.1,chrX,+,146854538,146954315,146854538,146854538,6,"146854538,146916389,146941749,146946208,146949733,146953677,","146854668,146916478,146941904,146946272,146949840,146954315,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000687777.2,chrX,+,146854538,146954641,146854538,146854538,4,"146854538,146916389,146941749,146953581,","146854668,146916478,146941904,146954641,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,"
ENST00000692819.2,chrX,+,146854549,146954896,146854549,146854549,3,"146854549,146916389,146953677,","146854668,146916478,146954896,",0,ENSG00000289591,none,none,"-1,-1,-1,"
ENST00000687096.1,chrX,+,146854566,146954501,146854566,146854566,4,"146854566,146941425,146941749,146953581,","146854668,146941522,146941904,146954501,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,"
ENST00000690839.1,chrX,+,146854566,146954503,146854566,146854566,5,"146854566,146916389,146941425,146941749,146953581,","146854668,146916478,146941522,146941904,146954503,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,-1,"
ENST00000701487.1,chrX,+,146854566,146954643,146854566,146854566,4,"146854566,146909041,146916389,146953677,","146854668,146909117,146916478,146954643,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,"
ENST00000685728.1,chrX,+,146854566,146954956,146854566,146854566,4,"146854566,146909043,146916389,146953581,","146854668,146909117,146916478,146954956,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,"
ENST00000687562.1,chrX,+,146854575,146954909,146854575,146854575,4,"146854575,146916389,146941749,146953581,","146854668,146916478,146941932,146954909,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,"
ENST00000690621.1,chrX,+,146854584,146954501,146854584,146854584,5,"146854584,146916389,146941749,146946208,146953677,","146854668,146916478,146941904,146946272,146954501,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,-1,"
ENST00000701224.1,chrX,+,146854619,146954500,146854619,146854619,6,"146854619,146916389,146941749,146946208,146949733,146953581,","146854668,146916478,146941932,146946272,146949840,146954500,",0,ENSG00000289591,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000639829.1,chrX,+,147181063,147271894,147181063,147181063,5,"147181063,147218219,147228400,147269008,147270900,","147181241,147218294,147228558,147269109,147271894,",0,ENSG00000284377,none,none,"-1,-1,-1,-1,-1,"
ENST00000701574.1,chrX,+,147181112,147271895,147181112,147181112,5,"147181112,147218219,147269008,147270900,147271453,","147181241,147218294,147269109,147271071,147271895,",0,ENSG00000284377,none,none,"-1,-1,-1,-1,-1,"
ENST00000401352.1,chrX,-,147189703,147189787,147189703,147189703,1,"147189703,","147189787,",0,MIR513C,none,none,"-1,"
ENST00000385136.2,chrX,-,147199043,147199127,147199043,147199043,1,"147199043,","147199127,",0,MIR513B,none,none,"-1,"
ENST00000385138.1,chrX,-,147213462,147213591,147213462,147213462,1,"147213462,","147213591,",0,MIR513A1,none,none,"-1,"
ENST00000385249.1,chrX,-,147225825,147225952,147225825,147225825,1,"147225825,","147225952,",0,MIR513A2,none,none,"-1,"
ENST00000384998.1,chrX,-,147230719,147230843,147230719,147230719,1,"147230719,","147230843,",0,MIR506,none,none,"-1,"
ENST00000385234.1,chrX,-,147230983,147231077,147230983,147230983,1,"147230983,","147231077,",0,MIR507,none,none,"-1,"
ENST00000384857.1,chrX,-,147236912,147237027,147236912,147236912,1,"147236912,","147237027,",0,MIR508,none,none,"-1,"
ENST00000516774.2,chrX,-,147250150,147250230,147250150,147250150,1,"147250150,","147250230,",0,MIR514B,none,none,"-1,"
ENST00000390724.1,chrX,-,147258759,147258850,147258759,147258759,1,"147258759,","147258850,",0,MIR509-2,none,none,"-1,"
ENST00000390725.1,chrX,-,147259651,147259726,147259651,147259651,1,"147259651,","147259726,",0,MIR509-3,none,none,"-1,"
ENST00000385265.1,chrX,-,147260531,147260625,147260531,147260531,1,"147260531,","147260625,",0,MIR509-1,none,none,"-1,"
ENST00000384909.1,chrX,-,147272334,147272408,147272334,147272334,1,"147272334,","147272408,",0,MIR510,none,none,"-1,"
ENST00000385133.1,chrX,-,147279246,147279344,147279246,147279246,1,"147279246,","147279344,",0,MIR514A1,none,none,"-1,"
